0,0,239,240,245,
1,0,237,239,243,
2,0,239,242,246,
3,0,240,244,247,
4,0,241,243,248,
5,0,239,241,245,
6,0,238,241,245,
7,0,237,240,244,
8,0,239,240,243,
9,0,242,243,245,
10,0,237,240,242,
11,0,236,240,242,
12,0,239,240,243,
13,0,240,240,244,
14,0,239,241,245,
15,0,236,240,244,
16,0,236,240,244,
17,0,238,242,245,
18,0,242,246,250,
19,0,238,241,245,
20,0,234,238,241,
21,0,235,239,242,
22,0,235,239,243,
23,0,234,237,241,
24,0,234,238,241,
25,0,235,239,242,
26,0,236,239,243,
27,0,234,237,241,
28,0,239,243,246,
29,0,235,239,242,
30,0,235,239,242,
31,0,235,239,242,
32,0,238,242,245,
33,0,232,236,239,
34,0,232,236,239,
35,0,235,239,242,
36,0,232,236,239,
37,0,232,236,239,
38,0,231,237,240,
39,0,231,237,240,
40,0,230,234,237,
41,0,229,233,236,
42,0,227,233,236,
43,0,229,235,238,
44,0,228,234,237,
45,0,225,231,234,
46,0,235,239,242,
47,0,226,232,235,
48,0,223,229,232,
49,0,220,226,229,
50,0,227,231,234,
51,0,227,232,235,
52,0,225,231,234,
53,0,222,228,231,
54,0,223,229,233,
55,0,226,231,234,
56,0,222,227,230,
57,0,224,228,231,
58,0,223,227,231,
59,0,223,226,231,
60,0,227,230,235,
61,0,220,223,228,
62,0,219,222,227,
63,0,218,221,226,
0,1,238,242,244,
1,1,240,244,247,
2,1,239,243,247,
3,1,237,241,244,
4,1,242,244,247,
5,1,239,242,244,
6,1,238,243,243,
7,1,237,241,243,
8,1,238,241,243,
9,1,239,243,244,
10,1,235,239,240,
11,1,237,240,241,
12,1,237,241,242,
13,1,239,243,244,
14,1,239,243,244,
15,1,237,241,242,
16,1,239,243,246,
17,1,237,241,244,
18,1,240,244,247,
19,1,235,239,242,
20,1,235,239,242,
21,1,235,239,242,
22,1,235,239,241,
23,1,235,239,240,
24,1,235,239,242,
25,1,235,239,242,
26,1,236,241,243,
27,1,236,240,243,
28,1,232,236,239,
29,1,236,240,243,
30,1,236,240,243,
31,1,235,239,242,
32,1,241,245,248,
33,1,233,237,240,
34,1,229,234,237,
35,1,233,238,241,
36,1,234,238,241,
37,1,230,234,237,
38,1,230,236,239,
39,1,231,237,240,
40,1,227,231,234,
41,1,231,235,238,
42,1,227,233,236,
43,1,228,234,237,
44,1,229,234,237,
45,1,227,233,236,
46,1,234,238,241,
47,1,225,231,234,
48,1,223,229,232,
49,1,223,229,232,
50,1,227,231,234,
51,1,228,232,235,
52,1,222,228,231,
53,1,225,231,234,
54,1,223,229,232,
55,1,224,230,233,
56,1,223,228,231,
57,1,222,226,228,
58,1,224,227,232,
59,1,222,225,230,
60,1,227,230,235,
61,1,221,224,229,
62,1,219,222,227,
63,1,218,221,226,
0,2,242,244,248,
1,2,238,242,246,
2,2,236,240,244,
3,2,240,244,248,
4,2,241,243,246,
